anchor,positive,negative,negative_similarity,source_stt,negative_stt
"Theo Quyết định số 2190, có bao nhiêu nhóm công tác chuyên trách được thành lập?","Theo Quyết định số 2190, có 6 nhóm công tác chuyên trách được thành lập.","Theo Quyết định số 2190, nhóm công tác phụ trách tiêu chuẩn 9 do ông Nguyễn Hữu Quyền làm Trưởng nhóm.",0.6072617,QD_2190,QD_2190
"Theo Quyết định số 2190, nhóm công tác nào phụ trách tiêu chuẩn 6 và 7?","Theo Quyết định số 2190, nhóm công tác phụ trách tiêu chuẩn 6 và 7 do Bà Cáp Thị Bích làm Trưởng nhóm.","Theo Quyết định số 2190, có 6 nhóm công tác chuyên trách được thành lập.",0.78348595,QD_2190,QD_2190
"Theo Quyết định số 2190, nhóm công tác phụ trách tiêu chuẩn 5, 8 do ai làm Trưởng nhóm?","Theo Quyết định số 2190, nhóm phụ trách tiêu chuẩn 5, 8 do Ông Huỳnh Quang Đức làm Trưởng nhóm.","Theo Quyết định số 2190, nhóm công tác phụ trách tiêu chuẩn 6 và 7 do Bà Cáp Thị Bích làm Trưởng nhóm.",0.7411518,QD_2190,QD_2190
"Theo Quyết định số 2190, nhóm công tác phụ trách tiêu chuẩn 9 do ai đảm nhiệm?","Theo Quyết định số 2190, nhóm công tác phụ trách tiêu chuẩn 9 do ông Nguyễn Hữu Quyền làm Trưởng nhóm.","Hoạt động ""Thực hiện minh chứng"" bao gồm Tiêu chuẩn 9, 10, 11.",0.6551905,QD_2190,BDU_432
"Theo Quyết định số 2190, nhóm nào phụ trách tiêu chuẩn 10 trong quá trình tự đánh giá?","Theo Quyết định số 2190, nhóm phụ trách tiêu chuẩn 10 trong quá trình tự đánh giá là một trong các nhóm công tác chuyên trách, do Ông Trần Minh Đàn làm Trưởng nhóm và bao gồm các thành viên được phân công theo danh sách đính kèm.","Theo Quyết định số 2190, nhóm phụ trách tiêu chuẩn 11 do Ông Thái Thanh Hùng làm Trưởng nhóm.",0.6586705,QD_2190,QD_2190
"Theo Quyết định số 2190, nhiệm vụ chính của các nhóm công tác chuyên trách là gì?","Theo Quyết định số 2190, các nhóm công tác chuyên trách có nhiệm vụ viết báo cáo tự đánh giá, thu thập minh chứng và giải trình với Đoàn đánh giá ngoài.","Theo Quyết định số 2190, có 6 nhóm công tác chuyên trách được thành lập.",0.7135025,QD_2190,QD_2190
Văn bản được thực hiện vào khoảng thời gian nào?,Kế hoạch số 136 được thực hiện từ  07/2024 cho đến 01/2025 để hoàn thành mục tiêu đề ra.,"Phải là văn bằng thật, đúng chuẩn Bộ Giáo dục và Đào tạo, được cấp trong hoặc ngoài nước, được dịch thuật sang tiếng Việt và chứng thực hợp pháp.",0.52793074,KH_136,QD_101
Tài liệu 136-KH-P.BĐCL&KT được ban hành vào ngày nào?,Tài liệu 136-KH-P.BĐCL&KT được ban hành vào ngày 19 tháng 7 năm 2024.,"Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.646402,KH_136,KH_136
Cơ quan nào ban hành kế hoạch 136-KH-P.BĐCL&KT?,"Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.","Phòng Tài chính - Kế toán, Phòng Tổng hợp, Phòng Thanh tra - Pháp chế và Kiểm toán nội bộ có trách nhiệm thực hiện thủ tục tài chính và thanh toán kinh phí theo Quyết định số 1414/QĐ-ĐHBD.",0.5750305,KH_136,QD_1414
Mục tiêu chính của kế hoạch 136-KH-P.BĐCL&KT là gì?,Mục tiêu chính của kế hoạch là thực hiện tự đánh giá 05 chương trình đào tạo trình độ đại học nhằm chuẩn bị cho hoạt động đánh giá ngoài vào tháng 01 năm 2025.,"Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.7366107,KH_136,KH_136
Những chương trình đào tạo nào được thực hiện tự đánh giá theo kế hoạch 136-KH-P.BĐCL&KT?,"Các chương trình đào tạo gồm: Công nghệ Kỹ thuật ô tô, Công nghệ Thông tin, Kế toán, Luật Kinh tế, Quản trị kinh doanh.","Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.6781266,KH_136,KH_136
Cơ sở pháp lý để triển khai kế hoạch 136-KH-P.BĐCL&KT là văn bản nào?,Kế hoạch được triển khai dựa trên Thông báo số 128/TTR-P.BĐCL&KT ngày 15/7/2024 của Phòng Đảm bảo Chất lượng và Khảo thí.,"Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.678805,KH_136,KH_136
Đơn vị nào chịu trách nhiệm chủ trì triển khai kế hoạch 136-KH-P.BĐCL&KT?,"Phòng Đảm bảo Chất lượng và Khảo thí là đơn vị chủ trì, chịu trách nhiệm chung trong việc triển khai kế hoạch và giám sát tiến độ.","Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.69379675,KH_136,KH_136
"Ai chịu trách nhiệm đánh giá, góp ý và thẩm định các báo cáo tự đánh giá?","Hội đồng Tự đánh giá (Hội đồng TĐG) chịu trách nhiệm chính trong việc đánh giá, góp ý, thẩm định các báo cáo.","Theo Quyết định số 2190, các nhóm công tác chuyên trách có nhiệm vụ viết báo cáo tự đánh giá, thu thập minh chứng và giải trình với Đoàn đánh giá ngoài.",0.7224744,KH_136,QD_2190
Nhóm công tác trong kế hoạch 136-KH-P.BĐCL&KT có nhiệm vụ gì?,"Nhóm Công tác thực hiện thu thập minh chứng, viết báo cáo tự đánh giá theo từng tiêu chuẩn, tiêu chí.","Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.68796146,KH_136,KH_136
Ban Thư ký có nhiệm vụ gì trong kế hoạch 136-KH-P.BĐCL&KT?,"Ban Thư ký hỗ trợ công tác hành chính, tổng hợp, rà soát hồ sơ và minh chứng.","Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.7440836,KH_136,KH_136
Giai đoạn chuẩn bị theo kế hoạch 136-KH-P.BĐCL&KT diễn ra trong thời gian nào?,Giai đoạn chuẩn bị diễn ra từ ngày 22/7/2024 đến ngày 08/9/2024.,"Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.6330045,KH_136,KH_136
Nội dung chính trong giai đoạn chuẩn bị của kế hoạch 136-KH-P.BĐCL&KT là gì?,"Thành lập Hội đồng TĐG, Nhóm Công tác, nghiên cứu văn bản hướng dẫn, lập danh mục minh chứng và rà soát danh mục minh chứng.","Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.6997191,KH_136,KH_136
"Giai đoạn thu thập và xử lý minh chứng, viết báo cáo sơ bộ thực hiện khi nào?",Giai đoạn này diễn ra từ ngày 12/8/2024 đến ngày 09/9/2024.,"Quy trình phê duyệt bao gồm các bước sau: • Phòng Tuyển sinh: Có trách nhiệm xác nhận kết quả và đối tượng thụ hưởng. • Phòng Tài chính - Kế toán: Có trách nhiệm kiểm tra tính hợp lệ của hồ sơ, chứng từ, thủ tục và pháp lý. • Hiệu trưởng: Là người có thẩm quyền phê duyệt cuối cùng.",0.6086517,KH_136,QD_2087
Nhóm Công tác thực hiện nhiệm vụ gì trong giai đoạn viết báo cáo sơ bộ?,"Nhóm Công tác viết dự thảo báo cáo tự đánh giá, rà soát và hoàn thiện dữ liệu Ba công khai, cơ sở dữ liệu trường, dữ liệu khảo sát và thu thập minh chứng theo danh mục.","Nhóm trưởng điều hành chung nhóm công tác, tổ chức họp nhóm, phân công nhiệm vụ, hướng dẫn tìm minh chứng, chịu trách nhiệm về kế hoạch thực hiện và chất lượng báo cáo của từng tiêu chuẩn được giao.",0.61593133,KH_136,KH_444
Giai đoạn hoàn thiện báo cáo và thẩm định theo kế hoạch 136-KH-P.BĐCL&KT diễn ra khi nào?,Giai đoạn này diễn ra từ ngày 04/9/2024 đến ngày 18/10/2024.,"Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.6352738,KH_136,KH_136
Hoạt động chính trong giai đoạn hoàn thiện báo cáo là gì?,"Nhóm Công tác điều chỉnh, bổ sung báo cáo tự đánh giá, kiểm tra minh chứng, góp ý báo cáo theo tiêu chuẩn, tiêu chí và hoàn thiện báo cáo TĐG CTĐT.","Ông Nguyễn Thanh Sơn – Phó Trưởng khoa, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo chịu trách nhiệm báo cáo kết quả thực hiện sau chuyến kiến tập doanh nghiệp theo Quyết định số 2068.",0.53690207,KH_136,QD_2068
Giai đoạn công bố và gửi hồ sơ theo kế hoạch 136-KH-P.BĐCL&KT thực hiện khi nào?,Giai đoạn công bố và gửi hồ sơ thực hiện từ ngày 19/10/2024 đến ngày 30/11/2024.,"Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.6609469,KH_136,KH_136
Những nhiệm vụ chính trong giai đoạn công bố và gửi hồ sơ là gì?,"Rà soát, cập nhật thông tin trên website, gửi báo cáo TĐG hoàn thiện đến Phòng Đảm bảo Chất lượng và Khảo thí, gửi hồ sơ đề nghị thẩm định CEA-SG, in báo cáo và lập kế hoạch phối hợp đánh giá ngoài.","Các phòng ban, đơn vị và cá nhân được phân công trong Quyết định số 285/QĐ-ĐHBD chịu trách nhiệm tổ chức triển khai, thực hiện nội dung được giao.",0.5496189,KH_136,QD_285
Kế hoạch 136-KH-P.BĐCL&KT có điểm gì nổi bật về nội dung?,"Kế hoạch có tính chi tiết, hệ thống, phân công rõ ràng nhiệm vụ và mốc thời gian, đảm bảo phản hồi và cải tiến liên tục qua nhiều vòng góp ý, thẩm định.","Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.69702715,KH_136,KH_136
Mục tiêu cuối cùng của kế hoạch 136-KH-P.BĐCL&KT là gì?,"Mục tiêu cuối cùng là hoàn thiện hồ sơ tự đánh giá, chuẩn bị cho hoạt động đánh giá ngoài dự kiến vào tháng 01 năm 2025.
TB_466,Kế hoạch đào tạo học kỳ 1 năm học 2023–2024 của Khoa Công nghệ thông tin","Kế hoạch 136-KH-P.BĐCL&KT được ban hành bởi Phòng Đảm bảo Chất lượng và Khảo thí, Trường Đại học Bình Dương.",0.73062474,KH_136,KH_136
"Những môn học nào được xác định là trọng tâm trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 của Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo?","Các môn trọng tâm gồm: Đồ án tốt nghiệp (INF0137), Đồ án ngành (INF1023), Khoa học dữ liệu và ứng dụng (INF1023), Bảo mật IoT (INF1273), Nhập môn Trí tuệ nhân tạo (INF0103), Học máy (INF1063), Xử lý ngôn ngữ tự nhiên (INF1073), và các môn lập trình thực hành như lập trình di động, web, game.","Kế hoạch số 99/KH-FIRA ngày 02/07/2024 của Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo là căn cứ để tổ chức việc tham gia cuộc thi AIOT Developer Innoworks 2024.",0.7525189,TB_466,QD_1414
Môn học Đồ án tốt nghiệp (INF0137) trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 được đánh giá theo hình thức nào?,Môn Đồ án tốt nghiệp (INF0137) được đánh giá 100% bằng hình thức thi tập trung và có thể kèm theo tiểu luận hoặc khóa luận.,Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.7706049,TB_466,KH_749
Các hình thức giảng dạy trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 gồm những gì?,Hình thức giảng dạy gồm có học trực tiếp tại lớp và học trực tuyến.,Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.8241751,TB_466,KH_749
"Theo kế hoạch đào tạo học kỳ 1 năm học 2023–2024, tỷ lệ điểm giữa kỳ và cuối kỳ thường được phân bổ như thế nào?",Tỷ lệ điểm thường được phân bổ là 40% cho bài kiểm tra giữa kỳ và 50% cho bài kiểm tra cuối kỳ.,Mục đích của việc đánh giá kết quả rèn luyện sinh viên là thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ 2 năm học 2024-2025.,0.7147969,TB_466,KH_659
"Một số môn học trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 có bao gồm điểm thư viện, vậy tỷ lệ này là bao nhiêu?","Một số môn học có 10% điểm dành cho thư viện, có thể liên quan đến chuyên cần hoặc hoạt động học liệu.",Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.7288334,TB_466,KH_749
"Trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024, học phần nào được quản lý bởi doanh nghiệp và do ai phụ trách?","Học phần doanh nghiệp được quản lý bởi giảng viên Đinh Khắc Quyền (Mã CBGV 90894, ThS).",Hiệu trưởng Trường Đại học Bình Dương chịu trách nhiệm ban hành kế hoạch đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023.,0.72010934,TB_466,KH_194
Thông tin giảng viên trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 bao gồm những gì?,"Thông tin gồm tên giảng viên, mã cán bộ giảng viên, học vị và vai trò giảng dạy (Giảng viên 1 hoặc Giảng viên 2).",Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.7818131,TB_466,KH_749
Môn học 'Khoa học dữ liệu và ứng dụng' trong học kỳ 1 năm học 2023–2024 do giảng viên nào phụ trách?,"Môn học 'Khoa học dữ liệu và ứng dụng' trong học kỳ 1 năm học 2023–2024  do giảng viên Huỳnh Quang Đức (Mã CBGV 90514, TS) và Phạm Thuận (Mã CBGV 90890, TS) phụ trách giảng dạy.",Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.7621332,TB_466,KH_749
Kế hoạch đào tạo học kỳ 1 năm học 2023–2024 của Khoa CNTT cung cấp thông tin gì về sỉ số lớp học?,"Kế hoạch nêu rõ sỉ số dự kiến theo TKB và sỉ số theo yêu cầu của khoa, dao động từ 30 đến 80 sinh viên tùy theo lớp.","Có, kế hoạch đào tạo học kỳ 1 năm học 2025–2026 bao gồm cả sinh viên khóa 28.",0.74838334,TB_466,TB_712
Thời khóa biểu trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 cung cấp những thông tin gì?,"Thời khóa biểu bao gồm ngày kết thúc, số tiết/buổi, thứ trong tuần, tiết bắt đầu và thời gian bắt đầu học.",Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.7412723,TB_466,KH_749
Ai là người xác nhận và lập bảng kế hoạch đào tạo học kỳ 1 năm học 2023–2024 của Khoa CNTT?,Thầy Huỳnh Quang Đức và Nguyễn Thanh Sơn là người lập bảng và ký xác nhận kế hoạch.,"Mục tiêu cuối cùng là hoàn thiện hồ sơ tự đánh giá, chuẩn bị cho hoạt động đánh giá ngoài dự kiến vào tháng 01 năm 2025.
TB_466,Kế hoạch đào tạo học kỳ 1 năm học 2023–2024 của Khoa Công nghệ thông tin",0.7964166,TB_466,KH_136
Môn học 'Xử lý ngôn ngữ tự nhiên' (INF1073) trong học kỳ 1 năm học 2023–2024 do ai phụ trách?,Môn học 'Xử lý ngôn ngữ tự nhiên' (INF1073) trong học kỳ 1 năm học 2023–2024 do giảng viên Huỳnh Quang Đức (Mã CBGV 90514,"Môn học 'Khoa học dữ liệu và ứng dụng' trong học kỳ 1 năm học 2023–2024  do giảng viên Huỳnh Quang Đức (Mã CBGV 90514, TS) và Phạm Thuận (Mã CBGV 90890, TS) phụ trách giảng dạy.",0.67440015,TB_466,TB_466
Môn học 'Nhập môn tương tác người – máy' (INF1232) được giao cho giảng viên nào trong kế hoạch học kỳ 1 năm học 2023–2024?,Giảng viên Đinh Khắc Quyền phụ trách môn học 'Nhập môn tương tác người – máy' (INF1232).,"Mục tiêu cuối cùng là hoàn thiện hồ sơ tự đánh giá, chuẩn bị cho hoạt động đánh giá ngoài dự kiến vào tháng 01 năm 2025.
TB_466,Kế hoạch đào tạo học kỳ 1 năm học 2023–2024 của Khoa Công nghệ thông tin",0.7464191,TB_466,KH_136
Các môn học lập trình thực hành trong học kỳ 1 năm học 2023–2024 bao gồm những môn nào và do ai phụ trách?,"Các môn lập trình thực hành gồm: lập trình di động, lập trình web, lập trình game; được giảng dạy bởi: TS.Nguyễn Hồ Hải, TS.Nguyễn Quang Tấn, ThS.Trần Hữu Duật và ThS.Thái Thanh Hùng.",Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.763167,TB_466,KH_749
Môn học 'Tin học cơ sở' (INF0403) trong học kỳ 1 năm học 2023–2024 được giảng dạy bởi ai?,Môn Tin học cơ sở (INF0403) được phân công cho 2 giảng viên là Nguyễn Hữu Quyền và Thái Thanh Hùng.,Môn học 'Xử lý ngôn ngữ tự nhiên' (INF1073) trong học kỳ 1 năm học 2023–2024 do giảng viên Huỳnh Quang Đức (Mã CBGV 90514,0.77393025,TB_466,TB_466
Môn 'Làm chủ máy tính' (INF0832) trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 đóng vai trò gì?,"Môn Làm chủ máy tính (INF0832) là một môn học nền tảng dành cho sinh viên CNTT, giúp hình thành kiến thức cơ bản về sử dụng máy tính.","Mục tiêu cuối cùng là hoàn thiện hồ sơ tự đánh giá, chuẩn bị cho hoạt động đánh giá ngoài dự kiến vào tháng 01 năm 2025.
TB_466,Kế hoạch đào tạo học kỳ 1 năm học 2023–2024 của Khoa Công nghệ thông tin",0.72080714,TB_466,KH_136
Hình thức đánh giá môn 'Nhập môn lập trình' (INF0433) trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024 được chia như thế nào?,"Môn Nhập môn lập trình (INF0433) có hình thức đánh giá gồm điểm giữa kỳ (40%), điểm cuối kỳ (50%) và 10% điểm thư viện.",Việc đánh giá giờ giảng áp dụng cho học kỳ I năm học 2023–2024 theo kế hoạch đã được ban hành.,0.8410751,TB_466,KH_749
Môn học 'Nhập môn Khoa học dữ liệu' (INF0983) trong học kỳ 1 năm học 2023–2024 do giảng viên nào đảm nhiệm?,Môn Nhập môn Khoa học dữ liệu (INF0983) được giảng dạy bởi giảng viên Huỳnh Quang Đức và Đào Văn Tuyết.,Môn học 'Xử lý ngôn ngữ tự nhiên' (INF1073) trong học kỳ 1 năm học 2023–2024 do giảng viên Huỳnh Quang Đức (Mã CBGV 90514,0.76956916,TB_466,TB_466
"Trong kế hoạch đào tạo học kỳ 1 năm học 2023–2024, mã cán bộ giảng viên được trình bày như thế nào?","Mã cán bộ giảng viên (CBGV) được ghi kèm tên giảng viên, ví dụ: Huỳnh Quang Đức – Mã CBGV 90514.","Theo kế hoạch, sinh viên được đánh giá rèn luyện học kỳ 2 năm học 2024–2025 bao gồm các khóa tuyển sinh năm 2024, 2023, 2022, 2021 (tất cả ngành), và khóa 2020 đối với ngành Kiến trúc và Dược học.",0.745705,TB_466,KH_659
Kế hoạch đào tạo học kỳ 1 năm học 2023–2024 có phân biệt vai trò giảng viên 1 và giảng viên 2 như thế nào?,"Giảng viên 1 và Giảng viên 2 là hai người cùng phụ trách một môn học, được ghi rõ tên, mã CBGV và học vị trong kế hoạch.","Thời điểm bắt đầu tổ chức giảng dạy học kỳ 2 năm học 2023-2024 là từ ngày 08/01/2024, theo kế hoạch của Trường Đại học Bình Dương.",0.70575994,TB_466,TB_906
"Theo kế hoạch đào tạo học kỳ 1 năm học 2023–2024, Khoa CNTT chú trọng đào tạo những lĩnh vực nào để đáp ứng nhu cầu thị trường?","Khoa CNTT chú trọng đào tạo các lĩnh vực Khoa học dữ liệu, Trí tuệ nhân tạo, IoT và kỹ năng lập trình thực tế nhằm đáp ứng nhu cầu nhân lực công nghệ cao trên thị trường.",Mục đích chính của văn bản này là ban hành Khung kế hoạch thời gian năm học 2024-2025 đối với các trình độ đào tạo tại Trường Đại học Bình Dương.,0.7036686,TB_466,QD_868
Thời hạn áp dụng của văn bản là trong khoảng thời gian nào?,Văn bản có hiệu lực từ ngày 17/03/2023 đến ngày 12/04/2023.,Thời hạn áp dụng của văn bản này là năm học 2024-2025.,0.6549371,KH_194,QD_868
Kế hoạch thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023 do đơn vị nào ban hành?,Kế hoạch thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023 được ban hành bởi Trường Đại học Bình Dương.,Vấn đề khiếu nại không được đề cập trong nội dung kế hoạch thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023.,0.80616355,KH_194,KH_194
Kế hoạch đánh giá rèn luyện sinh viên học kỳ I năm học 2022-2023 dựa trên quyết định nào?,Kế hoạch được ban hành dựa trên Quyết định số 551/QĐ-ĐHBD ngày 30 tháng 7 năm 2018 của Hiệu trưởng Trường Đại học Bình Dương về việc ban hành Quy chế đánh giá kết quả rèn luyện sinh viên hệ đại học chính quy.,Kế hoạch thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023 được ban hành bởi Trường Đại học Bình Dương.,0.8840946,KH_194,KH_194
Đối tượng áp dụng của kế hoạch đánh giá rèn luyện sinh viên học kỳ I năm học 2022-2023 là ai?,"Đối tượng áp dụng là sinh viên đại học chính quy các khóa tuyển sinh năm 2019, 2020, 2021 và 2022 của Trường Đại học Bình Dương.",Kế hoạch thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023 được ban hành bởi Trường Đại học Bình Dương.,0.8681858,KH_194,KH_194
Thời gian sinh viên tự đánh giá rèn luyện trên Cổng thông tin sinh viên là khi nào?,"Từ ngày 20/03/2023 đến 26/03/2023, sinh viên truy cập Cổng thông tin sinh viên (sv.bdu.edu.vn) để thực hiện đánh giá rèn luyện.",Sinh viên thực hiện đánh giá rèn luyện thông qua Cổng thông tin sinh viên tại địa chỉ sv.bdu.edu.vn.,0.76045996,KH_194,KH_194
Giáo viên chủ nhiệm và Ban cán sự lớp tiến hành họp đánh giá rèn luyện sinh viên vào thời gian nào?,"Từ ngày 27/03/2023 đến 31/03/2023, giáo viên chủ nhiệm, cố vấn học tập, quản nhiệm sinh viên và Ban cán sự lớp tiến hành họp, xem xét và thông qua mức điểm rèn luyện của từng sinh viên.","Giáo viên chủ nhiệm, cố vấn học tập, quản nhiệm sinh viên và Ban cán sự lớp tổ chức họp để xem xét và thông qua điểm rèn luyện.",0.7195373,KH_194,KH_194
Hội đồng Khoa họp xét kết quả rèn luyện sinh viên vào thời gian nào?,"Từ ngày 01/04/2023 đến 07/04/2023, Hội đồng Khoa tổ chức họp để xét kết quả rèn luyện sinh viên.",Hội đồng Khoa là đơn vị tổ chức họp xét kết quả rèn luyện sinh viên sau khi cấp lớp hoàn thành.,0.83318496,KH_194,KH_194
Các Khoa gửi hồ sơ đánh giá rèn luyện sinh viên về phòng nào?,"Từ ngày 08/04/2023 đến 12/04/2023, các Khoa gửi hồ sơ đánh giá (file mềm và file văn bản) về Phòng Quản lý đào tạo và Công tác sinh viên Trường Đại học Bình Dương.",Nhà trường đã gửi tài liệu hướng dẫn đánh giá rèn luyện tới email sinh viên để các em tự nghiên cứu và thực hiện.,0.6721778,KH_194,KH_194
File văn bản đánh giá rèn luyện sinh viên cần có những yêu cầu gì?,"File văn bản đánh giá phải có chữ ký xác nhận của Ban chủ nhiệm Khoa/Viện và gửi file mềm (word, excel) về địa chỉ email daotao@bdu.edu.vn.",Nhà trường đã gửi tài liệu hướng dẫn đánh giá rèn luyện tới email sinh viên để các em tự nghiên cứu và thực hiện.,0.6712937,KH_194,KH_194
Kết quả điểm rèn luyện sinh viên được sử dụng cho các mục đích gì?,"Kết quả điểm rèn luyện sinh viên được sử dụng để xét điều kiện học tiếp, xét tốt nghiệp, xét khen thưởng năm học và xét học bổng (nếu có).",Sinh viên sẽ bị ghi nhận và trừ điểm rèn luyện theo Quy định đánh giá kết quả rèn luyện sinh viên.,0.64393675,KH_194,TB_615
Trong quá trình thực hiện nếu có khó khăn vướng mắc cần liên hệ ai?,"Trong quá trình thực hiện, nếu có khó khăn, các Khoa, giáo viên chủ nhiệm, cố vấn học tập, quản nhiệm, Ban cán sự lớp và sinh viên liên hệ qua email daotao@bdu.edu.vn để được hỗ trợ kịp thời.","Các đơn vị liên hệ với Phòng Tổng hợp để được hướng dẫn khi gặp khó khăn, vướng mắc trong quá trình thực hiện.",0.7342111,KH_194,TB_802
Mục tiêu chính của kế hoạch đánh giá rèn luyện sinh viên học kỳ I năm học 2022-2023 là gì?,"Mục tiêu nhằm đảm bảo quy trình đánh giá rèn luyện sinh viên diễn ra hiệu quả, minh bạch, công bằng và phục vụ các mục tiêu học tập cũng như phát triển toàn diện của sinh viên.",Kế hoạch thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023 được ban hành bởi Trường Đại học Bình Dương.,0.88010794,KH_194,KH_194
Ai chịu trách nhiệm ban hành kế hoạch đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023?,Hiệu trưởng Trường Đại học Bình Dương chịu trách nhiệm ban hành kế hoạch đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023.,Kế hoạch thực hiện đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023 được ban hành bởi Trường Đại học Bình Dương.,0.85650915,KH_194,KH_194
Căn cứ pháp lý cho kế hoạch đánh giá rèn luyện sinh viên là gì?,Căn cứ pháp lý cho kế hoạch là Quyết định số 551/QĐ-ĐHBD ngày 30 tháng 7 năm 2018 về việc ban hành Quy chế đánh giá kết quả rèn luyện sinh viên hệ đại học chính quy.,Mục đích là tổ chức tập huấn đánh giá kết quả rèn luyện sinh viên trên hệ thống Edusoft - Web.,0.64377445,KH_194,TB_193
Những khóa sinh viên nào thuộc đối tượng đánh giá kết quả rèn luyện học kỳ I năm học 2022-2023?,"Sinh viên đại học chính quy các khóa tuyển sinh năm 2019, 2020, 2021 và 2022 thuộc đối tượng đánh giá kết quả rèn luyện.",Hiệu trưởng Trường Đại học Bình Dương chịu trách nhiệm ban hành kế hoạch đánh giá kết quả rèn luyện sinh viên học kỳ I năm học 2022-2023.,0.8339581,KH_194,KH_194
Sinh viên thực hiện đánh giá rèn luyện thông qua hệ thống nào?,Sinh viên thực hiện đánh giá rèn luyện thông qua Cổng thông tin sinh viên tại địa chỉ sv.bdu.edu.vn.,Mục đích là tổ chức tập huấn đánh giá kết quả rèn luyện sinh viên trên hệ thống Edusoft - Web.,0.69865453,KH_194,TB_193
Thời gian dành cho sinh viên tự đánh giá rèn luyện là bao nhiêu ngày?,Thời gian dành cho sinh viên tự đánh giá rèn luyện là từ ngày 20/03/2023 đến ngày 26/03/2023.,"Việc tham gia có thể được ghi nhận trong quá trình đánh giá điểm rèn luyện, tùy theo quy định của từng khoa và đơn vị quản lý sinh viên.",0.6312149,KH_194,KH_636
